SITE	LAT	LON	ellipsoid height
G029	34.5903	133.9726	43.719
G030	35.0352	132.9021	600.243
G031	34.6337	132.9081	439.77
G032	34.6122	133.3413	429.03
G033	34.5156	133.1402	171.724
G035	34.1846	132.692	40.679
G036	34.0692	132.5316	40.698
G037	34.1953	131.7353	327.02
G038	34.0901	132.0527	81.42
G039	34.0205	131.113	47.777
G040	33.8459	132.12	98.42
G041	33.9937	134.4573	115.641
G042	33.9346	134.2112	379.342
G043	33.8749	133.9218	589.336
G044	34.4785	134.176	87.711
G045	34.3259	133.8994	44.297
G046	33.9742	133.3507	41.279
G047	33.8841	133.0474	78.791
G048	33.6427	132.7985	338.612
G049	33.3051	132.7437	198.599
G050	33.0961	132.6336	281.075
G051	33.6258	133.531	297.321
G052	33.607	133.1545	317.881
G053	33.4971	134.0993	147.697
G054	33.4167	133.0895	464.456
G055	33.3949	134.2055	50.074
G056	33.1931	132.9721	189.349
G058	32.9611	132.8315	46.687
G059	32.7386	132.5554	183.051
G060	33.9297	130.7224	40.988
G061	33.867	130.9711	42.987
G062	33.6831	130.2969	53.233
G063	33.5798	130.6757	77.08
G064	33.5647	130.9954	244.012
G065	33.503	130.0793	47.234
G066	33.292	130.0972	85.089
G067	33.0734	129.863	42.773
G068	32.7683	129.9589	94.86
G069	33.0601	130.6218	72.887
G070	32.9959	130.8727	290.151
G071	32.7092	130.7484	69.552
G073	32.3961	130.8273	343.85
G074	32.3674	130.1799	71.676
G075	32.3435	130.6565	380.426
G076	32.2924	130.9864	223.006
G077	33.5143	131.5212	123.616
G078	33.3838	131.2917	182.861
G079	33.0962	131.7484	49.617
G080	32.9364	132.039	38.109
G081	32.8989	131.4415	329.787
G082	32.8522	131.6292	214.523
G083	32.5279	131.3647	867.941
G084	32.3162	131.583	84.453
G085	32.1119	131.3475	54.125
G086	32.0018	131.2545	61.434
G087	31.8778	130.977	400.687
G088	31.786	131.4701	38.258
G089	31.7438	130.7357	54.559
G090	31.5646	130.9983	126.868
G091	31.4503	130.3401	44.307
G092	31.3772	130.5406	87.074
G093	31.2427	130.8671	213.003
G094	26.3863	127.9937	51.669
G095	26.3127	127.7604	40.665
G096	26.1946	127.6776	40.115
G098	24.2901	153.9787	35.673
G099	36.1143	137.5508	2824.39
G100	35.3608	138.7273	3819.92
G101	43.2095	140.8583	38.37
G102	42.0788	139.4892	42.283
G103	40.8975	140.8592	44.203
G104	39.9421	139.7035	44.674
G105	38.5633	139.546	45.528
G106	37.8308	140.9624	48.904
G107	35.1294	140.2495	39.433
G108	35.1602	139.6155	42.902
G109	37.8148	138.2813	44.758
G110	37.3565	138.5085	45.595
G111	37.4057	136.9003	43.919
G112	36.2546	136.1488	42.036
G113	34.8955	139.133	47.132
G114	34.8069	138.7642	47.434
G115	34.8707	138.3274	46.543
G116	34.904	136.8238	46.983
G117	34.1441	135.1915	45.717
G118	35.5937	134.3159	42.548
G119	34.6276	131.6046	39.356
G120	33.3335	133.2435	43.165
G121	33.4731	129.8493	39.069
G122	33.2661	134.1781	286.767
G123	32.0174	130.1911	39.821
G124	26.1795	127.8247	38.464
G125	32.8695	132.9822	43.261
G126	32.7621	132.8107	42.855
G127	35.7775	137.8145	2677.13
G128	35.4051	136.7288	51.809
G129	34.6033	136.4319	88.211
G130	33.7476	135.5899	241.238
G131	33.7225	133.9409	386.44
G132	33.5458	133.0432	479.106
G133	33.0395	132.4888	43.541
G134	33.391	132.9226	446.861
G135	35.4904	133.6996	72.476
G136	34.7021	137.6369	47.492
G137	33.0788	131.384	519.275
G138	36.577	137.596	2483.29
G139	34.2851	136.5405	48.195
G140	20.4255	136.0811	47.066
G141	33.1039	132.9617	115.717
G142	32.9277	132.6758	40.633
G143	34.9307	136.2956	300.779
G144	34.9706	138.7947	76.935
G145	38.9019	141.2832	81.916
G146	34.0855	135.4261	279.678
G147	34.0438	131.835	72.093
G148	34.49	136.7282	59.073
G149	34.2966	136.6932	73.58
G150	42.5579	140.8988	114.81
G151	34.4921	132.6503	267.272
G152	33.6223	133.9241	225.355
G153	33.7746	134.1142	513.996
G154	33.7694	135.3053	66.828
G155	33.6608	135.9706	49.869
G156	33.8204	136.0243	149.073
G157	34.397	132.3398	217.563
G158	37.0007	136.7727	51.724
G159	39.362	141.0547	154.712
G160	34.6723	137.7234	46.877
G161	34.6804	137.4425	112.499
G162	38.5112	139.5338	72.963
G163	36.6023	139.2762	1016.53
G164	34.5754	132.2688	273.82
G165	33.3091	132.597	238.082
G166	33.1547	133.2189	216.625
G167	35.5356	134.4915	278.962
G168	32.5817	129.777	41.304
G169	32.6752	130.9871	496.693
G170	35.2066	135.7748	424.185
G171	35.758	139.6445	79.646
G172	33.0818	133.1062	44.178
G173	41.834	141.1422	44.451
G174	40.5752	140.295	166.466
G175	40.9212	140.9902	68.546
G176	37.3367	140.8084	462.12
G177	43.3334	142.9466	406.705
G178	34.6032	138.2152	90.885
G179	38.2578	140.7547	212.524
G17D	54.0496	5.4382	83.977
G180	35.5867	134.3305	53.457
G181	37.264	140.9986	64.558
G182	43.2891	145.5115	52.167
G183	34.9674	139.0993	66.447
G184	39.7358	141.9671	52.325
G185	38.1943	140.9109	51.721
G186	37.8222	139.2169	52.436
G187	35.4349	133.3389	46.739
G188	34.0818	135.7532	352.999
G189	33.8702	133.7731	218.23
G190	26.094	127.6664	75.399
G191	39.3375	141.5349	316.99
G192	33.8789	133.9377	611.491
G193	33.7496	135.3755	81.298
G194	34.9227	139.0201	491.66
G195	38.5486	140.8502	76.962
G196	39.2981	140.2757	176.226
G197	34.0798	132.9905	41.781
G198	33.9265	134.6259	48.346
G199	43.2318	143.2988	311.034
G200	24.454	122.9431	47.253
G201	45.4078	141.6853	31.676
G202	44.0194	144.2858	36.473
G203	42.9756	144.3714	35.352
G204	41.7817	140.7245	39.508
G205	39.0198	141.7533	47.037
G206	34.9188	139.8249	45.594
G207	36.7622	137.2246	44.223
G208	33.4759	135.7732	46.417
G209	34.8973	132.0662	39.582
G210	32.7351	129.8662	38.598
G211	31.577	131.4093	36.906
G212	26.2133	127.6652	38.672
G213	27.0939	142.1946	56.202
G214	33.9287	136.1752	64.13
G215	33.8516	135.1659	46.303
G216	33.7751	134.5911	57.799
G217	27.094	142.1945	56.23
G4KV	30.073	-99.2057	496.406
G4LP	31.0651	-98.1788	288.788
G4SM	29.882	-97.941	165.404
GAAE	33.4272	-82.0678	124.373
GAAM	32.033	-84.1647	95.812
GAAT	33.9525	-83.3253	221.71
GAAU	33.4714	-82.0338	113.031
GAAY	31.6614	-84.2749	55.893
GAB1	42.9629	25.2768	619.619
GABA	33.0321	-84.1459	231.477
GABB	38.9703	-117.9164	1550.28
GABG	34.3104	-84.4261	345.032
GABH	12.6835	40.5447	736.785
GABK	31.1507	-81.4961	-15.297
GABN	34.1353	-83.7774	277.237
GABO	-37.5681	149.9152	23.907
GABR	34.8644	-84.3271	515.563
GABU	32.5568	-84.2366	171.91
GABY	31.3776	-84.9352	63.603
GACA	33.575	-85.0975	308.089
GACC	33.5458	-82.1338	98.5
GACD	31.9728	-83.7819	71.986
GACL	33.6327	-85.1557	323.246
GACM	34.2024	-83.4571	250.873
GACN	34.2367	-84.4949	254.385
GACO	33.6066	-83.8808	195.414
GACR	32.381	-83.3462	97.847
GACT	31.7555	-84.7919	113.409
GACU	34.2116	-84.1251	378.691
GADG	31.4951	-82.8708	59.126
GADN	31.0559	-84.8937	20.834
GADU	32.4987	-82.9283	54.205
GAEL	34.1163	-82.8718	191.624
GAEM	32.1761	-83.1627	82.765
GAEU	34.1493	-84.9471	185.974
GAFC	33.7703	-84.5249	222.904
GAGN	33.2483	-84.2632	295.877
GAGR	33.2278	-84.2779	264.161
GAHI	31.8422	-81.6001	-1.222
GAHZ	31.8854	-82.6002	52.351
GAIA	41.106	-8.5891	287.657
GAIN	34.2857	-83.8102	353.921
GAIT	39.134	-77.221	107.73
GAL1	10.1468	-60.9948	-20.052
GAL2	29.3301	-94.7367	-17.323
GAL7	29.3299	-94.7368	-17.441
GALA	-0.7427	-90.3036	7.453
GALB	39.2127	-84.4855	142.566
GALE	36.2191	-114.739	598.548
GALF	37.7107	14.5665	731.404
GALG	40.5583	8.3128	76.821
GALO	32.9932	-82.393	69.46
GALP	38.8442	-82.2778	168.25
GALU	32.0515	-84.7891	144.944
GALV	33.9779	-83.9802	302.674
GALY	32.1659	-82.335	43.711
GAMA	32.8543	-84.6182	245.178
GAMB	-23.1304	-134.9648	80.726
GAMC	32.7018	-83.6486	91.395
GAML	33.1534	-83.2421	91.994
GAMR	33.554	-84.3373	254.036
GAMT	31.2021	-83.771	78.033
GAMV	33.0811	-83.2263	84.209
GAN1	44.346	-76.1707	65.6
GANC	33.598	-83.8589	214.349
GANG	27.1831	88.5014	310.16
GANN	33.3058	-84.7673	261.226
GANO	-5.3475	102.2761	-2.942
GANP	49.0347	20.3229	746.093
GANW	33.3058	-84.7674	260.091
GAO1	16.2521	-0.006	285.013
GAOC	31.6304	-83.2499	80.55
GAR1	41.2929	1.914	634.536
GAR2	44.8376	0.3109	80.6
GARA	5.0813	-73.36	1750.95
GARC	40.4169	-119.3556	1643.83
GARD	36.1611	-114.9412	571
GARF	41.4158	-81.6149	253.1
GARI	44.6769	12.2494	47.705
GARL	40.4165	-119.3555	1640.23
GARM	39.0065	70.3167	1303.86
GARR	40.6256	-118.9793	1738.94
GARW	51.8986	21.6094	168.492
GAS1	-36.2108	-69.5894	1385.43
GASA	32.0238	-81.0602	-22.697
GASB	39.6547	-122.7159	1361.94
GASC	-24.6326	115.3386	182.378
GASK	31.9876	-81.0229	-23.122
GASM	33.9475	-83.5797	243.931
GASO	32.4606	-81.8	52.271
GASP	33.9385	-84.5205	317.122
GAST	35.3111	-81.1888	212.387
GASW	32.5911	-82.3192	72.464
GATE	41.5131	14.9099	470.825
GATF	31.4519	-83.5091	96.138
GATN	32.9276	-82.8027	121.087
GATO	31.4373	-83.5485	70.59
GATT	-27.5439	152.3311	140.432
GATZ	44.777	-63.2054	13.311
GAVO	42.9366	10.8889	101.633
GAWL	-34.6868	138.6996	73.448
GAWN	33.0859	-82.0427	66.071
GAZZ	45.7943	9.8287	441.394
GBGN	50.7686	3.8695	85.899
GBIG	43.986	-112.0644	1552.11
GBLM	37.9903	14.0261	1036.4
GBON	40.4166	9.0314	593.255
GCA2	-35.316	149.0104	807.531
GCAR	39.1665	8.5274	167.808
GCEA	19.293	-81.378	16.042
GCES	36.048	-112.1292	2110.96
GCFS	19.3129	-81.1835	-10.741
GCGT	19.2929	-81.3794	8.458
GDA0	54.3715	18.6163	64.608
GDAC	37.7755	-102.18	1132.65
GDAL	-25.1615	29.4121	921.575
GDAN	54.3546	18.6423	66.719
GDEC	35.1894	-119.8637	566.233
GDIJ	47.3327	5.0447	315.216
GDLK	54.5548	-94.4844	154.768
GDMA	47.7486	-90.3413	157.404
GDNV	-17.0968	145.7809	89.662
GDOR	34.1284	-117.827	249.252
GDPG	54.3715	18.6163	64.609
GDPR	55.1871	-118.5387	641.676
GDRM	46.6718	-75.9873	189.021
GEEL	-38.1479	144.356	56.948
GEES	-38.1594	144.3617	29.371
GEIG	39.3837	-119.701	1726.69
GELD	51.4121	5.5551	73.258
GELE	26.9086	90.4321	357.08
GELL	53.4503	14.3218	80.873
GEMB	6.9172	11.1839	1795.63
GEME	39.1851	36.0808	1214.88
GEMF	37.745	-117.2985	1857.52
GENA	44.3976	8.9482	83.413
GEND	39.0895	-117.1619	1791.81
GENI	47.1848	1.0934	138.46
GENO	44.4194	8.9211	155.53
GENT	51.0088	3.7092	60.123
GENU	44.4027	8.9593	127.358
GENV	44.4152	8.8809	61.526
GEO1	-34.0014	22.3816	233.683
GEOA	-34.0022	22.3834	228.908
GEOF	51.8656	5.1253	56.179
GEOL	18.2113	-67.1395	-7.845
GEOR	38.2223	-116.6877	1805.05
GEOS	40.0827	-104.8108	1484.14
GER1	49.7432	8.5504	152.414
GER2	50.8788	12.0789	271.284
GERD	16.7948	-62.1943	125.501
GERL	40.6498	-119.3609	1186.78
GERN	43.3174	-2.6787	78.93
GERO	-28.7796	114.6081	-17.688
GESR	54.5744	11.9229	43.967
GETA	-2.8814	32.2167	1252.12
GETI	6.2262	102.1055	-0.482
GFAL	48.9289	-55.6712	53.617
GFK1	55.7482	37.7553	194.563
GFK2	55.7482	37.7552	194.854
GFK3	55.7481	37.7553	198.317
GFK4	55.748	37.7554	197.271
GFKS	47.9264	-97.0334	239.574
GFRK	47.9264	-97.0334	239.487
GFTH	-34.2863	146.0368	161.58
GGTN	-18.306	143.5406	367.105
GGUA	-33.151	-59.3138	41.104
GGUE	9.2399	-74.7599	27.037
GHAJ	31.3035	35.5664	-62.671
GHE1	46.7248	25.5984	869.551
GHER	28.3746	84.4097	1530.42
GHFW	38.2018	-90.3839	99.538
GHIS	50.4537	3.8831	79.79
GHRP	34.2039	-117.3979	628.617
GIBR	36.1482	-5.365	45.647
GIE1	47.613	2.7815	212.219
GIGG	54.0759	-2.3088	284.184
GIGO	64.8401	-17.0188	884.139
GIL1	56.3766	-94.6438	107.39
GILA	32.9473	-112.7148	197.696
GILB	32.4793	35.4165	506.802
GILC	41.1585	-105.0763	1999.38
GILG	-31.711	148.6625	319.356
GILL	38.6729	-118.5085	2036.12
GINA	43.6757	5.787	381.955
GINR	7.146	40.7084	1997.27
GIOI	38.4217	15.8948	93.077
GIR1	57.139	-2.0486	108.712
GIR2	48.1619	6.3108	423.687
GIRA	55.2434	-4.8576	65.246
GIRL	39.6284	-120.0053	1610.02
GIRO	42.0416	2.8551	112.686
GIRS	40.9226	38.3882	81.365
GISA	34.0693	-117.2183	343.471
GISB	-38.6353	177.886	87.26
GISH	55.7012	37.5424	217.994
GISI	39.746	9.1045	559.405
GITG	-21.2082	55.5718	1558.62
GIU1	43.8863	25.9617	77.617
GIUR	40.1244	18.43	121.883
GIZY	54.0358	21.7678	166.844
GJ01	50.9084	6.4131	157.713
GJOC	68.6326	-95.8483	16.12
GJOV	60.7895	10.6806	238.357
GLAD	-23.8413	151.2544	84.894
GLAS	55.854	-4.2965	71.672
GLB2	-34.7464	149.7111	693.145
GLBN	-34.7557	149.7177	678.65
GLCA	37.0364	-111.6211	1175.53
GLDB	-40.8266	172.5296	302.679
GLDN	51.3005	-116.9843	771.867
GLDR	49.6815	-126.1273	-9.355
GLEN	-36.909	142.6619	180.602
GLIN	-29.7435	151.7517	1205.59
GLNC	-42.8338	147.2748	26.6
GLNW	46.0199	-121.2887	567.189
GLOG	51.6653	16.0743	144.429
GLOS	49.1215	0.2816	130.685
GLPS	-0.743	-90.3037	1.821
GLPT	37.2485	-76.4995	-22.051
GLPV	-0.743	-90.3037	1.779
GLRA	44.8393	4.5241	813.924
GLRS	33.2748	-115.5214	-48.656
GLRV	-14.6697	-74.4039	3991.38
GLS1	66.4794	-46.3102	2148.58
GLS2	69.0921	-39.647	2914.22
GLS3	77.4317	-51.108	2480.27
GLSV	50.3642	30.4967	226.315
GLUB	50.2024	17.8105	321.463
GLWD	46.0198	-121.2886	561.004
GLWY	53.2807	-9.0607	86.504
GMAG	34.2914	-116.3826	866.738
GMAS	27.7648	-15.6343	195.471
GMEZ	-73.8855	-68.5365	1420.16
GMGN	-29.0449	115.3568	249.922
GMMA	77.8094	-19.6521	521.755
GMND	47.9207	13.8006	510.777
GMPK	33.0511	-114.8273	591.182
GMRC	34.784	-115.6602	1298.18
GMSD	30.5564	131.0156	142.395
GMUS	4.863	101.9638	126.002
GNA1	33.0548	-96.9999	131.051
GNAA	62.1124	-145.9702	601.366
GNAL	42.5837	13.5198	1048.61
GNBK	-40.0803	175.2381	90.375
GNFD	53.5994	-114.7205	773.142
GNIE	52.5329	17.5839	172.133
GNPS	34.3086	-114.1894	232.362
GNRS	42.806	-1.6362	524.456
GNTW	29.1765	80.6262	2415.39
GNVL	29.6865	-82.2769	22.435
GOA1	15.4558	73.8009	-39.972
GOA2	18.4351	-72.8595	2.192
GOA3	60.2769	-137.9002	1574.95
GOAN	45.6214	-88.3601	410.583
GOAT	36.5267	-114.0678	1453.18
GOAV	18.4281	-72.8654	-4.451
GOBS	45.8388	-120.8147	621.476
GOD1	41.5661	23.7342	618.48
GOD2	43.7454	-81.7279	144.775
GODE	39.0217	-76.8268	14.525
GODN	39.0212	-76.8271	17.879
GODR	43.7453	-81.7278	144.174
GODS	39.0205	-76.8273	19.099
GODZ	39.0217	-76.8268	14.524
GOET	51.5002	9.9506	214.832
GOGA	33.4147	-83.4732	122.503
GOGY	-16.6647	-49.2547	734.189
GOHI	37.9691	-90.0482	105.069
GOJA	-17.8833	-51.7261	755.37
GOL2	35.4252	-116.8893	986.692
GOLB	40.9082	9.4948	71.724
GOLC	53.8225	14.982	59.66
GOLD	35.4252	-116.8893	986.689
GOLE	53.5587	14.838	68.861
GOLG	-24.6906	-65.7608	2381.17
GOLM	40.4618	-117.6005	1465.18
GOLU	53.1243	19.0871	106.123
GOLY	45.8287	-120.8025	500.114
GONG	-34.4272	150.8988	75.512
GOO1	33.4647	-112.3636	277.804
GOOD	33.4642	-112.4426	288.68
GOOL	-33.9845	145.7069	138.419
GOOM	-31.3967	116.853	214.706
GOP6	49.9137	14.7856	592.585
GOP7	49.9137	14.7856	592.602
GOPE	49.9137	14.7856	592.565
GOPM	19.3223	-155.2224	759.313
GOR1	45.9433	13.6238	153.457
GOR2	53.0497	11.3496	61.68
GOR3	-22.315	166.905	245.373
GOR4	-36.7182	141.4728	170.673
GOR6	40.3802	9.6938	86.539
GORA	51.7834	19.9777	211.564
GORI	39.9063	8.5821	60.97
GORL	53.0496	11.3499	66.704
GORN	48.4129	-0.8075	224.753
GORO	40.3802	9.6938	84.958
GORS	52.5756	1.7319	51.871
GORW	32.7121	-114.9432	22.123
GORZ	52.7329	15.2459	83.056
GOSH	40.6402	-114.1797	1560.19
GOSI	16.2063	-61.4814	7.749
GOTH	50.9474	10.7033	382.157
GOUD	52.0179	4.7076	85.816
GOUE	48.6106	-1.9008	92.394
GOUG	-40.3488	-9.8807	81.241
GOUR	-14.5092	-49.1436	516.904
GOUT	39.9137	-111.8965	1509.33
GOVY	45.0007	-93.3514	250.974
GOZZ	45.7467	8.4334	416.609
GPRT	47.9701	-89.691	198.264
GPRY	32.7451	-97.0054	139.526
GR00	-34.5425	118.2987	127.373
GR8R	36.399	-120.4157	206.026
GR8V	36.399	-120.4158	204.296
GRA1	45.5583	-96.4941	310.93
GRA2	37.1902	-3.5953	828.681
GRA3	10.5858	-61.1276	-7.709
GRA4	45.1277	7.0166	840.126
GRA5	45.3644	-120.7874	677.469
GRA6	45.1277	7.0166	840.088
GRA7	45.4169	-72.7628	77.36
GRA8	42.9755	13.8705	64.41
GRA9	-21.3574	149.3047	108.686
GRAA	47.0672	15.4935	540.069
GRAB	47.0671	15.4935	540.084
GRAC	-41.2351	174.917	26.282
GRAF	28.4538	-16.2679	138.496
GRAG	43.6842	1.5814	199.788
GRAJ	53.651	22.4523	165.212
GRAM	40.869	20.1842	253.561
GRAN	40.0869	-119.0491	1517.31
GRAP	53.2719	-99.3331	222.648
GRAR	42.9888	-85.6743	155.95
GRAS	43.7547	6.9206	1319.31
GRAU	42.1915	0.3407	509.784
GRAV	41.3499	-120.6052	1380.19
GRAY	47.0444	15.48	409.706
GRAZ	47.0671	15.4935	538.294
GRCF	-41.2351	174.917	26.173
GRCH	47.7581	-2.8433	186.582
GRCK	48.1436	-117.6646	669.755
GRCM	51.8324	4.9645	68.754
GRDC	44.8683	18.4798	259.723
GRDO	45.6828	13.3844	49.19
GRDV	38.9125	-119.6922	1496.47
GRE0	12.2218	-61.6405	16.713
GREE	33.1385	-96.1077	146.077
GREI	54.0751	13.3939	59.707
GRES	33.2776	-115.5239	-45.274
GREV	40.0847	21.4381	569.275
GREY	-29.0711	30.5776	1186.62
GRGN	53.214	6.5654	57.925
GRHI	27.9508	82.4912	728.495
GRHM	-33.3201	26.5072	674.542
GRI1	41.6135	-71.9474	25.781
GRIB	39.0405	-8.6417	135.933
GRIC	76.4233	-82.9035	45.087
GRIJ	53.2809	6.3082	48.827
GRIK	5.439	101.1303	149.226
GRIM	-40.6829	144.6896	90.268
GRIS	29.2655	-89.9573	-17.005
GRJF	45.3029	1.514	458.573
GRJW	53.6509	22.4546	166.689
GRLS	-31.606	-68.3165	603.888
GRM1	56.3638	-117.6685	656.052
GRMD	46.7955	-123.0226	30.786
GRMS	46.918	13.3717	1637.67
GRMT	46.9176	13.3732	2379.01
GRN1	-33.8628	116.0612	314.115
GRNB	53.8468	-129.958	459.077
GRNG	-39.9763	175.4593	365.918
GRNR	63.8358	-148.9783	596.09
GRNT	-32.248	24.5345	805.797
GRNW	52.216	16.5314	120.936
GRNX	63.8355	-148.9782	594.406
GRO1	41.067	15.1009	404.423
GRO2	50.8088	8.8593	259.507
GROA	42.7818	11.1093	68.046
GROG	43.4263	9.892	241.066
GROI	47.648	-3.508	93.258
GROK	78.4427	-22.9038	1045.88
GRON	47.1067	2.7082	222.571
GROS	42.7654	11.1118	90.01
GROT	41.0728	15.0599	499.878
GROV	42.498	-8.8645	74.963
GRP4	48.1947	-122.1273	22.168
GRPD	47.2236	-93.4841	369.29
GRRG	42.9378	-111.4216	2198.41
GRS1	-33.2292	121.7158	190.801
GRS2	40.6333	16.2775	603.679
GRSL	43.2256	-6.8771	691.267
GRSN	46.2978	-93.8269	363.114
GRSP	-33.1773	121.6452	209.519
GRSV	45.3644	-120.7874	677.465
GRTN	38.8595	-83.8791	252.085
GRUB	51.4355	6.1106	77.173
GRUD	53.4885	18.755	70.52
GRVA	64.4638	-19.3841	776.675
GRYB	49.6286	20.947	407.547
GRYG	48.2976	-95.616	339.173
GRZA	9.9155	-85.6356	39.296
GRZM	44.2648	11.1481	602.946
GSBY	53.296	-60.538	264.424
GSC1	39.547	-107.3275	1756.41
GSEC	30.1973	-95.5281	25.477
GSES	37.7995	-111.4042	1769.45
GSFD	-33.4205	151.3286	44.804
GSR1	46.0481	14.5437	351.66
GSSP	38.9457	-80.826	236.817
GST1	-33.149	-70.6674	725.748
GSTG	41.1619	9.1817	124.709
GTAC	34.7111	-86.6534	192.997
GTEM	40.8984	9.103	624.653
GTER	39.6976	9.5752	188.085
GTEU	38.9667	8.7662	95.712
GTIR	20.6888	-101.3525	1725.43
GTK0	21.4328	-71.1446	-31.047
GTLE	21.1157	-101.6668	1793.8
GTPS	42.4345	-123.2974	278.599
GTRG	43.2441	-113.2412	1539.16
GTS1	40.2522	-76.8263	88.068
GUA1	41.7944	13.3122	718.778
GUAM	13.5893	144.8684	201.909
GUAN	42.0157	-119.483	1884.87
GUAO	43.4711	87.1773	2028.71
GUAR	40.5365	-7.2664	1082.33
GUAS	44.9178	10.6623	70.038
GUAT	14.5904	-90.5202	1519.88
GUAV	2.5732	-72.6422	221.807
GUAX	28.8841	-118.2897	40.48
GUAY	-31.8691	-59.0262	70.624
GUB2	43.351	12.5775	544.614
GUBI	51.946	14.7386	95.416
GUDI	42.0591	-7.125	1074.63
GUEL	43.5458	-80.2479	307.766
GUES	47.0742	16.3191	282.017
GUEU	46.6042	4.0571	299.792
GUIE	43.3518	12.5654	530.435
GUIJ	40.5467	-5.6778	1065.54
GUIL	44.6622	6.6619	1171.05
GUIP	48.4446	-4.4118	154.693
GULB	57.1718	26.7562	160.449
GULM	29.0017	-10.0489	370.3
GULP	50.8169	5.8884	168.011
GUM2	51.0291	7.568	339.029
GUMA	43.0628	13.3352	651.762
GUMB	27.9098	85.8775	2899.86
GUMR	34.0559	74.3752	2667.84
GUMU	40.4371	39.5162	1248.64
GUNL	37.2903	-113.802	1211.21
GUNR	-43.3921	170.3893	1563.54
GURA	46.2665	22.3378	251.701
GURL	-29.7348	149.7955	255.886
GURU	38.7174	37.3079	1357.52
GUS1	58.4175	-135.6973	19.71
GUS2	58.4178	-135.697	19.952
GUS5	58.4175	-135.6973	20.013
GUS6	58.4178	-135.6971	20.21
GUSK	64.8915	-23.9231	124.458
GUST	41.4628	-80.7162	282.016
GUUG	13.4332	144.8027	134.728
GUWA	26.1526	91.6581	7.648
GUYS	45.3869	-61.5036	29.569
GV01	-0.7824	-91.1134	1044.4
GV02	-0.8147	-91.1329	951.817
GV03	-0.7978	-91.1329	928.129
GV04	-0.8115	-91.1381	950.285
GV05	-0.8049	-91.1212	916.142
GV06	-0.8343	-91.1281	967.815
GV07	-0.8405	-91.1526	1026.36
GV08	-0.842	-91.1344	905.919
GV09	-0.8373	-91.1474	1037.51
GV10	-0.8493	-91.1511	1046.53
GVA1	-18.8556	-41.9576	178.587
GVAL	-18.8556	-41.9576	178.636
GVDS	34.8315	24.0812	295.054
GVG1	39.0483	-118.1023	1855.81
GVG2	38.8116	-118.0599	1367.51
GVG3	38.8677	-118.2294	1279.13
GVG4	38.8812	-118.3952	1321.13
GVG5	38.9758	-118.2565	1284.93
GVG6	38.9452	-118.1677	1286.69
GVG7	38.8172	-117.9274	1514.24
GVI1	-35.0326	-63.0136	148.59
GVIL	39.1266	9.5215	59.636
GVLT	34.8297	-82.3709	248.959
GVMS	30.3144	-90.9036	-16.564
GVRE	2.5717	-72.6412	207.749
GVRS	34.0474	-118.1129	154.517
GWAB	-30.6056	148.9712	242.956
GWEN	45.7826	-121.3276	732.441
GWES	51.6461	6.6068	73.057
GWN2	45.7826	-121.3273	733.175
GWN5	45.7826	-121.3276	732.541
GWN6	45.7826	-121.3273	733.246
GWWL	52.738	15.2052	127.22
GYM2	-26.1885	152.66	120.347
GYMP	-26.1889	152.6588	122.093
GYUR	35.2012	32.9895	78.985
H004	34.6317	138.1896	56.065
H007	34.6551	138.1662	67.755
H010	34.6699	138.1358	91.05
H016	34.7048	138.0861	49.996
H023	34.7527	138.038	99.801
H025	34.7896	137.9693	83.599
H101	34.6908	137.5694	44.082
H102	34.9001	137.6042	171.73
H103	34.739	137.4133	65.641
HAAG	-77.0381	-78.2871	1171.76
HAAR	62.4074	-145.1571	601.566
HAAS	-44.0732	168.7856	1053.61
HABY	55.9718	11.3553	62.416
HAC1	34.2806	-87.8559	253.008
HAC2	34.2808	-87.8559	252.384
HAC5	34.2806	-87.8559	253.05
HAC6	34.2808	-87.8559	252.429
HAG1	39.5532	-77.7142	121.138
HAG2	39.5535	-77.7141	121.27
HAG5	39.5532	-77.7142	121.152
HAG6	39.5535	-77.7141	121.308
HAHD	47.2908	-121.7881	853.985
HAHN	49.9659	7.2859	540.018
HAJN	52.741	23.5659	196.635
HAKK	37.5743	43.7391	1758.12
HAL1	19.3756	-155.0665	608.221
HAL2	51.5202	-1.7617	227.596
HAL3	44.6573	-63.6651	117.12
HALC	68.7673	-81.2565	-15.492
HALF	44.8724	-117.0998	783.435
HALI	45.067	-78.5325	312.714
HALK	38.4654	23.6025	88.329
HALP	37.4451	34.1834	1252.58
HALR	19.3756	-155.0666	609.856
HALU	45.7577	6.5374	1707.4
HALY	29.1389	36.0999	861.595
HAM1	51.6247	7.7184	119.862
HAM2	52.1059	9.3534	140.502
HAMB	53.5513	9.9838	93.442
HAMC	40.0461	-86.0152	219.927
HAMD	34.8691	48.5343	1750.96
HAME	52.0663	9.4017	125.175
HAMG	43.9628	-112.1666	1528.98
HAMM	30.5131	-90.4676	5.804
HAMO	-37.8207	142.0656	210.204
HAMP	42.3178	-72.6396	41.183
HAMT	-37.8068	175.1092	69.474
HAN1	52.3731	9.7305	113.791
HANA	-38.6868	177.5694	574.086
HAND	38.9738	-118.3483	1350.09
HANI	58.6236	23.6328	42.397
HANM	-42.5528	172.7928	321.713
HANN	38.0978	-116.8981	1902.33
HANO	44.1439	-81.0166	253.872
HAPY	36.0641	-117.2047	400.19
HAR1	44.6884	27.9574	70.62
HAR7	35.0115	-117.2992	590.37
