SITE	LAT	LON	ellipsoid height
SAN7	-15.4471	167.2032	127.042
SAN8	5.8424	118.1206	133.506
SAN9	40.3583	-4.3763	670.799
SANA	38.2445	-117.0816	1775.99
SANC	56.5364	-79.2312	-24.735
SAND	39.2751	-118.3783	1349.33
SANG	42.5795	-1.287	459.255
SANM	37.5642	-122.2835	-20.843
SANN	50.3198	9.5821	397.885
SANO	50.6503	-1.213	91.116
SANP	-33.8735	-71.4805	191.451
SANR	42.3397	-1.9392	361.521
SANS	42.5795	-1.287	459.201
SANT	-33.1503	-70.6686	723.064
SAOB	36.7653	-121.4472	359.811
SAOL	-2.5934	-44.2123	22.896
SAP2	45.707	4.9602	265.893
SAPI	45.7138	4.9058	246.139
SAPP	46.5674	12.6898	1329.16
SAPR	40.0736	15.6301	65.391
SAQU	44.2923	8.3992	118.15
SAR1	39.8661	20.0259	293.659
SAR2	39.874	20.0099	45.187
SAR3	42.9825	-82.2986	155.354
SAR4	45.1695	1.153	264.444
SAR5	51.5514	46.0182	95.597
SAR7	43.8562	18.383	597.754
SARA	39.8748	19.9861	56.288
SARD	39.5127	-120.1457	1871.61
SARI	41.8583	9.4025	57.241
SARL	49.0025	7.0313	275.246
SARN	46.4187	11.1416	1049.69
SARP	64.4672	-21.2664	192.166
SARR	40.1404	-0.812	1041.58
SARV	36.6967	32.6173	1570.08
SARY	41.443	27.9164	198.958
SARZ	47.5245	-2.7698	83.815
SAS1	40.7211	8.5673	302.459
SAS2	54.511	13.6431	39.18
SAS3	30.2456	-93.2756	-21.2
SAS4	30.2511	-93.3004	-20.225
SAS6	30.2718	-93.2994	-19.876
SASA	40.3852	17.9646	99.292
SASG	51.2294	3.809	69.328
SASK	52.1963	-106.3984	578.856
SASL	47.2073	-1.5051	74.028
SASS	54.5136	13.6433	68.178
SASU	41.1865	-111.8728	2805.17
SATS	46.9657	-123.5412	-7.708
SATT	48.0809	14.0478	463.164
SATU	47.7904	22.8693	179.883
SAUL	55.9565	23.3144	142.649
SAUN	47.5813	0.9317	169.326
SAUV	44.2554	4.4669	367.367
SAV1	32.1386	-81.6963	8.526
SAV2	32.1387	-81.6966	8.605
SAV3	32.1387	-81.6966	8.504
SAV5	32.1386	-81.6963	8.651
SAV6	32.1387	-81.6966	8.721
SAVA	32.0787	-81.0897	6.144
SAVI	44.6476	7.6607	380.417
SAVO	-12.9392	-38.4323	76.379
SAVU	67.9608	28.9558	265.229
SAWC	37.6899	-118.9532	2440.26
SAWG	-32.7586	151.4299	103.716
SAYA	16.5205	-90.1923	143.957
SBAL	-30.3088	-61.2266	103.773
SBAO	36.9342	128.4569	1369.33
SBAR	41.9801	2.1743	937.926
SBAS	-34.187	18.8499	403.342
SBCC	33.553	-117.6615	88.685
SBCH	29.8681	-89.6732	-16.225
SBG2	47.8034	13.1104	1323.32
SBGZ	47.8034	13.1104	1323.56
SBLS	47.8447	-0.3302	97.469
SBOK	-29.6693	17.8792	1043.1
SBPO	45.051	10.9198	62.447
SBRB	37.6864	-122.4108	-13.203
SBRN	37.6862	-122.4104	-2.161
SBUT	39.5798	-120.6596	1763.17
SC00	46.9509	-120.7246	1178.39
SC01	34.068	-106.9665	2097.36
SC02	48.5462	-123.0076	-15.049
SC03	47.8166	-123.7057	2018.48
SC04	48.9232	-123.7041	14.83
SCAC	38.0188	-8.6926	277.008
SCAD	-33.5211	121.6694	148.171
SCAK	33.5851	-81.7273	130.928
SCAN	34.5968	-82.6835	228.49
SCAQ	-26.3938	-48.7374	17.276
SCAR	54.2525	-0.38	150.209
SCB1	33.1961	-79.9745	-12.514
SCBG	33.2864	-81.0382	21.164
SCBL	33.2377	-81.3546	38.186
SCBT	32.2163	-80.7375	-11.903
SCBY	80.2601	-59.5936	544.326
SCC1	33.6932	-80.2029	0.519
SCCB	38.5128	-89.985	157.141
SCCC	32.7829	-79.938	-11.33
SCCE	35.1019	-81.6811	234.958
SCCH	-27.1376	-52.5995	744.296
SCCN	-0.5457	100.298	119.063
SCCP	37.6518	-122.0021	419.302
SCCR	34.7424	-81.2066	160.951
SCDA	44.7945	3.2675	1115.34
SCDG	34.2936	-79.8866	21.343
SCDN	34.4113	-79.3588	7.233
SCDR	33.1803	-80.5603	0.268
SCEB	32.483	-80.3322	-25.389
SCED	33.8072	-81.9341	138.05
SCFD	34.3707	-81.1051	139.741
SCFL	-27.5994	-48.5195	17.018
SCGN	33.3862	-79.2908	-23.336
SCGP	34.9377	-82.2326	278.048
SCGT	34.829	-82.371	250.717
SCGW	34.1722	-82.1623	167.371
SCH1	48.0621	12.3962	620.579
SCH2	54.8321	-66.8326	498.187
SCH3	45.7181	11.363	254.664
SCHA	32.7795	-79.9254	-14.534
SCHE	50.3465	7.9052	330.348
SCHG	33.7965	-79.0035	-11.939
SCHI	45.7181	11.363	254.664
SCHL	54.5271	9.5487	100.494
SCHN	32.8604	-81.0936	0.172
SCHO	41.1297	-118.3554	1302.99
SCHR	40.1902	16.0853	859.468
SCHY	33.9399	-78.7352	-17.367
SCI1	37.5123	13.0798	126.237
SCI4	37.5254	13.0709	128.504
SCIA	34.6074	-117.3883	831.469
SCIL	49.9146	-6.2958	85.374
SCIP	32.9144	-118.4879	452.856
SCJR	32.2852	-81.0797	-20.624
SCKW	34.2383	-80.5993	29.691
SCLA	-27.7928	-50.3043	940.76
SCLC	33.8753	-79.7533	-4.025
SCLE	34.2106	-80.2384	36.939
SCLN	33.76	-81.2488	94.248
SCLP	45.7503	4.4264	703.793
SCLR	34.7252	-80.7316	142.532
SCLS	34.4886	-82.0297	180.238
SCMN	34.1782	-79.388	-4.98
SCMO	34.6041	-79.6783	19.466
SCMS	33.4441	-117.6346	23.272
SCMV	48.4179	-122.3372	5.323
SCNY	34.2904	-81.5969	140.757
SCO1	-30.2856	30.7545	80.287
SCOA	43.3952	-1.6817	59.486
SCOB	70.4852	-21.9508	128.648
SCOE	34.6722	-83.0375	231.05
SCOG	33.4702	-80.8452	33.34
SCOP	41.7541	9.1009	928.04
SCOR	70.4853	-21.9503	128.524
SCPS	34.837	-82.671	299.446
SCR1	-17.7968	-63.1597	442.095
SCRA	42.2681	14.0021	166.519
SCRH	34.9469	-80.9976	158.835
SCRZ	36.9754	-122.0282	-21.912
SCSA	34.0115	-81.7793	118.865
SCSM	33.6622	-80.7872	62.426
SCSR	33.9228	-80.3407	35.232
SCTB	-77.849	166.758	-18.926
SCTC	-21.9482	-66.0504	3877.41
SCTE	40.0723	18.4672	143.225
SCTR	12.6478	54.006	-11.03
SCTS	38.7669	-119.9683	2458.22
SCUB	20.0121	-75.7623	20.948
SCUN	34.7663	-81.6488	168.432
SCW2	12.6966	-87.0209	873.301
SCWG	33.6792	-79.8151	-6.87
SCWR	34.9825	-81.1993	190.488
SCWT	32.9034	-80.6684	-3.304
SCYC	34.9941	-81.2427	216.571
SCYK	34.9941	-81.2427	216.742
SDAB	45.4582	-98.4136	380.667
SDBN	45.7927	-97.7767	390.758
SDBR	44.3247	-96.7484	487.464
SDBY	46.4495	-81.1947	278.231
SDC1	39.9617	-76.7305	99.482
SDCL	43.7851	-99.3119	507.991
SDCO	43.419	-98.4122	455.536
SDCU	43.775	-103.6123	1687
SDEC	-0.2217	-79.2628	425.212
SDFR	43.3592	-97.4216	438.917
SDGA	43.7193	-96.5137	439.316
SDGB	45.0122	-99.9676	623.037
SDHD	44.5207	-99.7437	530.062
SDHL	34.255	-116.2789	835.054
SDHR	44.3745	-98.2391	374.666
SDHU	44.3748	-98.2432	377.979
SDIE	32.8143	-117.1224	104.667
SDLC	52.1783	22.2661	193.933
SDLG	33.9475	-83.5797	243.952
SDLY	-77.1353	-125.9746	2097.3
SDMA	43.988	-97.0926	489.297
SDMI	45.2001	-96.6395	332.1
SDML	44.5339	-98.9879	460.808
SDMT	43.7029	-98.0639	390.274
SDNA	45.6298	12.5642	66.734
SDNY	46.1609	-60.1886	31.555
SDOU	62.688	-145.4263	746.84
SDPI	44.4	-100.295	525.229
SDPL	43.3853	-98.8439	467.945
SDPT	53.2592	-131.8236	-3.408
SDRC	44.0828	-103.2257	982.319
SDRO	45.4491	-99.3463	541.223
SDSE	45.5047	-100.0324	559.115
SDSF	43.7338	-96.6218	459.703
SDSV	44.0468	-98.8884	496.198
SDWE	45.3545	-97.5194	538.765
SDWG	43.0823	-98.2559	410.245
SDWT	44.8847	-97.1112	505.073
SDYA	42.8809	-97.3567	337.841
SDYK	51.7486	3.8261	58.924
SE00	49.0865	-103.074	548.468
SE01	39.4004	-107.2121	1879.06
SE02	49.0799	-103.0699	559.388
SE03	49.0738	-103.0653	551.192
SEAH	-32.8903	151.6016	106.31
SEAI	47.687	-122.2563	-3.869
SEAJ	-10.9296	-37.1043	1.614
SEAL	-35.5045	142.8487	70.864
SEAS	45.9842	-123.9224	-12.049
SEAT	47.654	-122.3095	44.211
SEAW	47.687	-122.2563	-5.637
SEBL	-3.2241	101.5995	8.6
SEBR	43.4038	-81.0626	330.159
SECA	43.2566	-90.9771	359.27
SECD	-26.5228	29.1761	1631.45
SEDD	-41.6638	174.1373	107.902
SEDK	48.5042	-122.2389	3.275
SEDO	34.8627	-111.7936	1322.9
SEDR	48.5216	-122.2238	29.811
SEES	48.5932	0.1712	251.188
SEG1	2.4863	102.732	28.604
SEGA	2.4863	102.732	25.193
SEI2	37.9818	-121.3543	-20.319
SEI3	49.0738	-103.0653	551.442
SEIB	37.9895	-121.2894	-17.182
SEJN	36.5222	127.3032	181.212
SEKC	41.2202	47.1751	726.73
SEKO	44.2972	18.8546	392.478
SEL2	50.9955	5.9289	100.704
SELD	59.4457	-151.7067	20.369
SELE	43.1787	77.0169	1342.01
SELF	50.9955	5.9289	100.704
SELM	46.1609	2.8352	563.863
SELV	30.1424	-15.8675	145.138
SEMB	1.4698	103.8195	30.164
SEMD	37.3051	44.5739	1422.96
SEMJ	62.9334	152.3843	229.075
SEMR	-37.0242	145.1392	156.483
SENE	44.7025	2.4121	514.536
SENI	-17.8782	177.2845	287.894
SENK	50.8149	9.8791	403.19
SENO	32.937	-112.5887	297.474
SENS	48.2031	3.2653	120.897
SENU	61.0696	-47.1413	666.926
SEOS	36.7764	126.4942	52.289
SER1	44.7311	8.8531	251.166
SERB	12.5116	37.0221	2120.99
SERM	45.0074	11.2995	68.026
SERQ	49.6317	1.5374	234.934
SERR	41.2859	23.0375	428.412
SERS	39.0359	16.6885	1214.97
SESG	29.9875	-95.4296	9.209
SETE	43.3976	3.6991	53.96
SEUR	46.9943	5.1515	245.16
SEV1	45.5354	7.8373	323.674
SEVI	37.3457	-5.9716	102.934
SEVN	40.3068	-118.8481	1224.49
SEVY	47.1317	2.8035	267.536
SEY1	-4.6737	55.4794	537.215
SEY2	-4.6737	55.4795	538.852
SEYG	-4.6787	55.5306	-37.601
SFCI	41.2498	13.1002	64.742
SFDM	34.4598	-118.7545	291.52
SFEL	45.23	12.2913	52.257
SFER	36.4643	-6.2056	84.18
SFGH	45.8664	25.7883	580.607
SFNT	37.7142	-121.7053	147.14
SFSD	43.5721	-96.7285	427.429
SG00	47.9218	-97.0866	251.834
SG01	36.6041	-97.4848	290.041
SG03	39.9984	-83.0112	216.458
SG04	37.1319	-97.2661	359.499
SG05	28.0652	-80.6228	-10.759
SG06	40.9147	-73.125	23.852
SG07	44.9021	-68.6687	23.885
SG08	36.8413	-96.428	300.307
SG09	36.4308	-98.2844	390.929
SG10	36.8814	-98.2864	331.419
SG11	37.3316	-99.3089	635.316
SG12	38.202	-99.3169	604.66
SG13	38.1146	-97.5152	411.247
SG14	37.843	-97.0206	374.223
SG15	38.2023	-95.5938	307.314
SG16	37.3842	-96.1807	251.874
SG17	35.2458	-96.7376	250.225
SG18	34.8835	-98.2039	382.775
SG19	35.3555	-98.9779	438.837
SG20	35.5568	-98.0158	393.961
SG21	19.7412	-99.1886	2268.03
SG23	40.4378	-86.9462	175.924
SG24	40.0542	-105.5889	3513.17
SG25	42.9656	-85.887	185.548
SG26	37.4625	126.9555	200.322
SG27	71.3229	-156.6103	9.431
SG28	42.9319	-76.5668	191.071
SG29	41.8179	-72.2527	180.77
SG31	43.7927	87.6341	877.443
SG32	30.6025	-96.3589	80.509
SG33	31.7729	-106.5063	1210.54
SG34	35.2691	-96.7402	275.897
SG36	-37.9126	145.1327	147.682
SG39	41.8155	-72.24	136.322
SG40	60.2038	24.9612	70.019
SG41	37.151	-98.3621	390.544
SG42	36.8193	-97.8199	307.665
SG43	36.9255	-97.0818	321.671
SG44	37.0697	-96.7606	388.297
SG45	35.8617	-97.0697	264.484
SG46	36.1171	-97.511	310.235
SG47	36.3106	-97.9275	357.815
SG48	35.88	-98.1731	336.603
SG72	35.2365	-97.4652	331.165
SGDM	34.2056	-117.8617	420.745
SGHS	34.0886	-118.109	79.875
SGI1	29.7209	-98.1477	224.56
SGIF	39.2632	16.7008	1086.74
SGIL	43.677	4.4337	90.735
SGIP	44.6355	11.1827	63.501
SGL1	41.4068	13.7655	100.624
SGLG	32.6493	-115.7264	78.34
SGOC	6.8921	79.8742	-78.487
SGPS	33.9125	-116.6957	476.741
SGQZ	1.3458	103.6799	75.495
SGRE	42.3362	13.5011	808.412
SGRT	41.7546	15.7439	949.261
SGTA	41.1356	15.3653	716.908
SGTN	49.6787	-102.9773	603.812
SGU1	37.1132	-113.5703	894.725
SGVA	40.9493	-4.1203	1076.38
SHA2	22.1262	-159.6649	1167.44
SHAL	49.1064	9.7176	433.054
SHAM	55.583	-1.6539	62.464
SHAN	43.7476	-87.7348	151.97
SHAO	31.0996	121.2004	22.064
SHAP	54.5019	-2.6852	305.739
SHAS	42.6207	75.3155	2171.53
SHAW	46.5411	-72.7452	81.631
SHAZ	51.5701	23.9019	205.692
SHBK	45.1509	-61.9738	10.472
SHBR	44.9185	-62.5189	7.214
SHE2	46.2207	-64.552	-15.301
SHEB	15.8534	39.054	216.225
SHEE	51.4457	0.7434	53.313
SHEK	22.2218	113.8956	0.032
SHEL	43.7715	-65.3016	28.288
SHEP	40.6761	-117.6287	1590.58
SHFD	53.3888	-1.4805	121.347
SHI1	25.5633	91.8554	1568.24
SHI2	25.5634	91.8552	1567.8
SHI3	25.5633	91.8554	1568.12
SHIN	40.5917	-120.225	1377.33
SHIS	11.9851	38.9881	2010.49
SHIV	36.5048	-113.456	1610.53
SHJB	38.7904	-121.3126	18.388
SHK0	42.0506	19.4963	66.872
SHK1	40.4715	-74.0116	-24.495
SHK2	40.4715	-74.0119	-24.447
SHK5	40.4715	-74.0116	-24.467
SHK6	40.4715	-74.0119	-24.488
SHKO	42.1075	19.5399	84.689
SHLB	39.5211	-85.7777	213.362
SHLD	41.8684	-119.0157	1457.55
SHN5	35.6742	-120.3471	301.747
SHNO	44.7617	-88.5423	247.13
SHOB	52.2429	-2.8858	153.375
SHOE	51.5548	0.827	48.981
SHON	44.4487	-88.5667	202.689
SHOS	35.9713	-116.299	582.393
SHP5	35.2686	-120.6713	16.693
SHPM	45.0991	-111.862	2592.03
SHPT	32.4587	-93.823	53.496
SHRC	37.6249	-118.9456	2352.11
SHRE	52.7179	-2.7164	110.608
SHRG	42.5797	-90.1428	291.288
SHRK	45.4643	-121.5288	1319.52
SHRV	32.4277	-93.7046	36.758
SHRZ	29.5444	52.6026	1477.06
SHSG	30.0536	-95.4301	14.788
SHSH	39.8822	-117.729	1210.88
SHTI	42.4342	21.0385	628.011
SHTZ	37.5621	68.1228	405.87
SHUM	43.2779	26.9294	270.109
SI01	46.0473	14.4934	363.858
SIAI	38.8905	-90.185	120.183
SIAU	55.9393	23.3071	157.673
SIB1	45.7818	24.1461	494.144
SIBA	45.1894	-87.1069	162.756
SIBE	34.6243	-116.0156	362.525
SIBI	45.7817	24.1462	487.089
SIBS	26.953	94.6274	43.158
SIBY	42.1702	-83.2413	152.506
SICE	38.4597	-90.9974	151.412
SICI	40.6215	15.2824	253.691
SIDC	38.7391	-90.6933	129.894
SIDE	38.2673	16.2785	77.203
SIDN	40.3104	-84.1711	292.256
SIDZ	51.573	18.7176	190.012
SIE0	51.5764	18.7138	184.701
SIED	52.1574	22.2942	201.988
SIEM	13.4093	103.8154	-2.103
SIEN	43.3416	11.313	417.669
SIER	52.8468	19.6519	162.732
SIGO	46.7061	-0.9873	142.86
SIGU	57.1488	24.8927	133.912
SIHA	10.6107	103.5235	-3.591
SIHI	39.4453	31.5353	1118.2
SIHQ	38.601	-90.3517	123.683
SIHS	31.8434	-91.6554	5.766
SIKA	39.9385	-91.3772	176.989
SIKC	38.8301	-94.5345	306.28
SILA	46.1264	1.9766	485.703
SILC	24.7568	92.7903	-24.337
SILF	36.3819	33.9364	52.843
SILK	34.1029	-118.2639	106.222
SILL	-29.2549	-70.7387	2351.35
SILT	55.3419	21.4666	45.08
SILV	38.624	-120.1945	2272.77
SIM1	49.9845	7.525	419.431
SIM2	60.7353	-129.2033	729.791
SIM4	27.1656	84.9852	71.93
SIM9	27.1646	84.9844	71.31
SIMA	46.2247	5.4165	366.97
SIMI	34.2491	-118.7654	257.34
SIMM	35.3511	-119.9978	583.626
SIMO	-34.1879	18.4396	39.495
SIMP	27.1651	84.9838	70.596
SIMR	27.1656	84.9852	71.923
SIN0	1.343	103.6794	92.375
SIN1	1.343	103.6794	92.376
SIN2	40.5738	9.692	104.313
SIN3	39.6459	3.0154	188.061
SINC	9.3156	-75.3877	201.445
SINE	41.2045	-96.1136	306.992
SING	1.3622	103.7731	97.017
SINP	42.0302	35.1539	54.658
SIO3	32.8647	-117.2504	34.84
SIO5	32.8407	-117.2497	185.532
SIOB	-2.1828	99.6964	63.532
SIPC	52.857	19.6627	163.149
SIPO	44.283	17.0888	505.673
SIR1	37.525	42.4568	1459.45
SIR2	45.4621	10.6167	121.808
SIR4	48.7122	2.2085	217.483
SIRC	37.076	15.282	90.447
SIRI	40.1835	15.8664	1144.18
SIRN	45.822	-92.3685	275.12
SIRT	37.9319	41.9356	916.689
SISD	29.7622	-96.1739	41.279
SISS	38.1009	20.6594	162.552
SIT1	35.2048	26.1061	33.262
SITA	22.6148	91.6625	-33.057
SITE	49.0924	-103.0771	555.824
SITI	49.0925	-103.0772	555.57
SIVA	35.0177	24.812	128.808
SIVE	37.7524	39.3293	830.936
SIVS	39.7437	37.0025	1325.59
SIW2	42.8679	-87.9829	190.21
SIWI	42.8679	-87.9829	189.686
SIXM	36.2446	-116.0914	766.105
SJ07	35.3197	138.5886	565.395
SJ51	43.0327	145.027	37.542
SJAC	40.6602	-8.7348	69.342
SJAV	-35.5954	-71.7325	119.577
SJB1	30.3961	-91.1072	-3.021
SJDA	45.2055	6.2642	1460.74
SJDV	45.8791	4.6766	432.414
SJNB	45.2682	-66.0495	-1.867
SJOR	39.3149	2.9982	57.501
SJPA	45.2584	-66.0639	-11.533
SJPL	45.6632	2.6896	1029.08
SJRP	-20.7855	-49.36	535.912
SJSP	-23.2071	-45.8617	605.056
SJUA	-15.3626	-75.1876	49.497
SKAR	-30.7614	21.4061	1122.06
SKCH	38.251	128.5648	46.061
SKDA	64.3771	-20.6655	622.346
SKE0	64.8792	21.0483	81.31
SKE8	64.8792	21.0482	81.401
SKED	40.2784	-120.0345	1302.48
SKEE	53.1419	0.3468	58.679
SKEG	53.1416	0.3382	55.368
SKEP	1.2672	103.8072	36.802
SKHA	64.7921	-21.4537	216.399
SKIE	51.9769	20.1601	166.197
SKIP	-37.6849	143.3595	302.092
SKLK	53.4086	23.5115	207.162
SKM1	37.4935	126.918	61.704
SKMA	45.6942	-121.884	43.108
SKND	41.0316	-118.7082	1260.73
SKO1	41.9997	21.4074	311.166
SKOP	39.1218	23.7278	58.261
SKOT	29.9684	81.8211	2931.6
SKPL	49.1875	20.2313	1814.81
SKUL	36.7305	-116.2106	1237.3
SKYB	34.4386	-118.4786	520.241
SKYR	38.9044	24.5646	121.555
SL01	-33.1564	-66.314	864.765
SLA2	51.8709	16.0618	114.675
SLAC	37.4165	-122.2043	63.714
SLAD	-21.0669	149.2256	105.65
SLAI	41.9006	-93.6989	287.831
SLAT	39.0847	-118.1903	1773.35
SLAW	51.8849	16.0748	109.048
SLBL	27.619	85.7543	1680.04
SLBU	-2.7664	100.0097	2.147
SLC1	40.3911	15.633	1048.77
SLCN	54.315	25.3848	212.828
SLCR	16.1684	-95.1968	-0.935
SLCU	40.7722	-111.955	1277.95
SLD1	56.6598	22.4988	143.693
SLEE	41.1687	29.6007	127.893
SLEN	52.7628	6.7914	63.687
SLEU	-21.196	55.288	27.685
SLGM	-1.4533	99.1201	13.413
SLGO	54.2742	-8.4632	106.127
SLHG	33.1926	-116.2541	177.631
SLI4	39.3143	-119.8843	2902.53
SLID	39.3143	-119.8843	2902.52
SLIM	60.9927	-138.4965	806.029
SLMC	-31.777	-70.9628	547.842
SLMS	33.2922	-115.9778	-45.927
SLOB	44.5637	27.3657	72.766
SLOG	46.5118	15.08	471.925
SLOM	31.2282	34.2838	112.731
SLOR	13.4239	-87.4365	11.986
SLOY	1.3726	103.9717	50.295
SLPC	19.4068	-155.6702	3141.23
SLRC	32.517	-114.7473	21.861
SLT1	39.2872	-118.5717	1255.61
SLT2	39.2931	-118.5875	1299.85
SLTN	44.4227	24.3669	228.999
SLUK	50.9999	14.4603	424.008
SLUM	41.1602	-117.9314	1369.98
SLVB	47.3026	-91.2512	207.666
SLVL	55.5435	-114.8334	655.313
SLVT	43.9198	3.2683	811.798
SLYG	1.3726	103.9717	50.49
SMA1	39.4228	-8.2937	212.402
SMAI	47.5236	-122.3451	113.442
SMAM	39.3132	-7.3596	1081.68
SMAN	38.4592	-7.752	244.764
SMAR	-29.7189	-53.7166	113.135
SMEC	49.9401	1.1424	135.033
SMEL	39.4256	-112.8449	1422.14
SMGD	39.4228	-8.2937	212.313
SMGY	-2.6145	100.1026	6.536
SMIA	52.4236	22.8458	188.13
SMID	55.6406	9.5593	122.828
SMIT	38.7361	-119.2718	1615.43
SMKT	29.9694	81.8065	3190.95
SMLA	49.2016	31.8663	183.075
SMLE	46.4112	-0.2219	170.468
SMLM	45.1709	1.9869	556.518
SMM1	72.5796	-38.4593	3258.21
SMM2	72.5796	-38.4596	3255.11
SMNE	48.8444	2.425	126.24
SMNK	53.4773	6.1623	50.983
SMOK	40.6213	-119.6478	1220.5
SMOL	41.5775	24.7059	1027.3
SMR1	11.2507	-74.2205	25.433
SMR5	-68.1297	-67.1032	26.848
SMRA	42.0479	13.9241	474.105
SMRT	18.0423	-63.1089	-32.419
SMSP	49.1152	4.5814	199.881
SMST	33.5779	135.937	97.579
SMSW	32.4746	-100.3994	637.993
SMTG	48.6411	-2.0275	57.778
SMTH	54.8238	-127.1869	513.477
SMTN	32.9582	-115.8392	230.384
SMTS	41.5961	-72.8474	35.858
SMYC	36.3196	-115.5875	2562.72
SNAL	40.9255	15.2092	865.665
SNC1	-15.4471	167.2032	126.996
SNDH	49.3271	8.6441	163.642
SNDL	27.3848	85.7989	2002.71
SNDR	43.0033	-120.251	1368.03
SNEC	50.7359	15.7397	1651.6
SNEG	-21.2392	55.7179	2494.19
SNEO	52.186	-0.1115	122.374
SNEZ	45.5886	14.4476	1842.48
SNFD	35.4735	-79.1581	94.135
SNGC	-10.6898	35.6728	1181.19
SNGO	-32.5582	151.1758	75.196
SNHS	33.9273	-117.9286	66.434
SNI1	33.2479	-119.5244	239.664
SNIE	50.7365	15.7401	1645.51
SNJE	13.8682	-89.6007	1658.91
SNJU	36.3792	128.1445	111.621
SNLK	45.8535	-91.5406	386.775
SNMG	28.0968	-16.6152	637.158
SNOG	34.0352	-116.8078	2314.72
SNOK	49.5241	22.2517	370.305
SNOQ	47.3913	-121.3883	770.072
SNPK	34.0352	-116.8078	2314.73
SNPT	1.3791	103.8488	54.816
SNRS	46.9146	-121.6436	1938.38
SNSC	1.3136	103.9617	14.571
SNSN	5.7151	-75.3083	2550.73
SNST	-38.7796	177.3475	596.744
SNTA	34.9116	-120.4342	46.981
SNTE	32.8306	-116.9709	87.125
SNTF	33.9407	-118.0804	12.001
SNTG	42.8854	-8.5517	312.734
SNTI	42.8753	-8.5888	202.43
SNTR	36.3577	25.3571	137.89
SNTU	1.3458	103.6799	75.491
SNYP	1.3791	103.8488	54.826
SNYU	1.3458	103.68	75.577
SOBE	42.4625	-7.5868	465.203
SOBI	49.0948	4.7236	208.363
SOBY	-1.2015	98.94	-3.631
SOCH	52.2186	20.2426	133.88
SOCM	-24.4546	-68.2952	3969.44
SOD3	67.4208	26.3893	300.844
SODA	67.4209	26.389	299.797
SODB	37.1664	-121.9255	985.59
SOFA	42.6678	23.2685	667.238
SOFI	42.5561	23.3947	1119.53
SOFL	-19.8347	34.8357	22.214
SOG1	-54.8744	-36.0438	63.252
SOG2	-54.0032	-38.0484	181.456
SOG3	-54.4939	-37.0379	29.152
SOKL	53.4085	23.4957	222.244
SOKO	43.9342	18.792	944.245
SOL1	38.3189	-76.4539	-19.054
SOLA	24.9107	46.4006	760.039
SOLD	-36.7	-73.1378	106.75
SOLO	-9.4349	159.9543	122.931
SOMT	34.3199	-119.0643	464.258
SONA	41.9922	1.5168	755.489
SONC	40.8531	-117.7282	1467.54
SONG	33.3807	-117.5603	-2.926
SONS	39.6754	-3.964	808.943
SOPH	43.6114	7.0541	178.839
SOPL	53.8906	19.7382	147.102
SOPU	43.2769	-3.1542	168.964
SOR1	42.3745	1.1328	1284.5
SOR2	41.7153	13.6053	339.965
SOR3	40.6293	14.3964	131.741
SOR4	41.7639	-2.4693	1138.97
SORA	41.7135	13.6034	340.807
SORG	42.3745	1.1328	1284.5
SORI	41.7622	-2.4705	1135.69
SORL	46.0302	-73.0956	-4.996
SORR	40.6256	14.3744	119.482
SOSH	-25.4578	28.1131	1194.85
SOTN	50.9377	-1.4704	73.744
SOUF	16.045	-61.6627	1417.59
SOUL	37.6297	127.0797	59.126
SOUR	42.7275	2.435	595.635
SOUS	44.8746	2.0271	597.661
SOV1	38.6843	16.5473	61.631
SOVE	38.6843	16.5473	61.629
SOW1	-75.0487	-100.5615	41.749
SOW2	-75.0367	-100.5745	38.651
SOW3	-75.0397	-100.6243	36.923
SOW4	-75.0481	-100.6438	43.48
SOWR	42.2259	-85.5336	231.473
SPA1	39.637	-119.7089	1353.64
SPA7	-32.0071	115.895	-0.072
SPA8	-32.0071	115.895	-0.069
SPAN	38.7813	20.6736	451.396
SPAR	-21.1847	-50.4398	410.341
SPBE	49.1916	20.447	694.831
SPBG	61.2592	-152.3724	1094.03
SPBH	29.8019	-95.515	5.713
SPBO	-22.8525	-48.4323	803.092
SPBP	-22.9256	-46.5345	893.713
SPBY	-42.5464	147.9309	1.065
SPC1	-22.8163	-47.0627	622.974
SPCA	-22.8163	-47.0627	622.954
SPCG	61.2912	-152.0224	1342.79
SPCI	41.7404	15.2595	244.448
SPCP	61.2655	-152.1555	1628.8
SPCR	61.2003	-152.2092	1004.36
SPDR	-21.4616	-51.5543	368.975
SPE1	33.7466	-118.2801	-14.064
SPED	18.461	-69.3056	-22.134
SPER	46.0694	11.5094	604.82
SPET	37.2674	23.1554	55.293
SPFE	-20.2629	-50.2287	496.107
SPFR	-20.5106	-47.3866	1030.96
SPGT	-64.2947	-61.052	34.236
SPIC	39.3062	-112.1275	1670.4
SPIL	19.389	-155.1043	882.824
SPIR	30.6136	35.184	12.108
SPIT	59.6081	-151.427	19.84
SPJA	-21.2411	-48.2867	570.158
SPK1	34.0593	-118.6462	440.138
SPK2	39.5408	-119.7101	1323.53
SPKN	47.6277	-117.5026	694.63
SPKS	39.5415	-119.712	1324.95
SPKV	47.6774	-117.2715	589.382
SPLI	-21.6652	-49.7337	463.265
SPLK	56.3891	-95.899	161.595
SPLT	43.5066	16.4385	48.199
SPMS	33.9927	-117.8488	207.049
SPMX	31.045	-115.4659	2763.66
